Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Tax status","In stock?",Stock,"Backorders allowed?","Sold individually?","Allow customer reviews?","Sale price","Regular price",Categories,Tags,Images,Parent,Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 3 default","Meta: _demo_rating","Meta: _demo_review_count"
simple,demo-083-chunky-cable-sweater,"Chunky Cable Sweater",1,0,visible,"Chunky Cable Sweater for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Chunky Cable Sweater for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,8,0,0,1,,150,"Shop > Unisex > Sweaters, Gym","knitwear, layering, winter, gym, unisex",https://placehold.co/800x800/f1ecec/111111.png?text=Chunky%20Cable%20Sweater,,83,Color,"Green, Orange, Black",1,1,Green,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,4.5,91
simple,demo-084-quarter-zip-sweater,"Quarter Zip Sweater",1,0,visible,"Quarter Zip Sweater for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Quarter Zip Sweater for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,15,0,0,1,139,163,"Shop > Men > Sweaters, Casual","knitwear, layering, winter, casual, men","https://placehold.co/800x800/eceff3/111111.png?text=Quarter%20Zip%20Sweater%20Front, https://placehold.co/800x800/eceff3/111111.png?text=Quarter%20Zip%20Sweater%20Back, https://placehold.co/800x800/eceff3/111111.png?text=Quarter%20Zip%20Sweater%20Detail",,84,Color,"Olive, Yellow, White",1,1,Olive,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Casual,1,1,Casual,5,100
simple,demo-085-merino-blend-sweater,"Merino Blend Sweater",1,0,visible,"Merino Blend Sweater for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Merino Blend Sweater for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,22,0,0,1,,176,"Shop > Women > Sweaters, Formal","knitwear, layering, winter, formal, women",https://placehold.co/800x800/f2f0ef/111111.png?text=Merino%20Blend%20Sweater,,85,Color,"Red, Purple, Grey",1,1,Red,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Formal,1,1,Formal,3,67
simple,demo-086-relaxed-v-neck-sweater,"Relaxed V-neck Sweater",1,0,visible,"Relaxed V-neck Sweater for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Relaxed V-neck Sweater for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,29,0,0,1,,189,"Shop > Unisex > Sweaters, Party","knitwear, layering, winter, party, unisex",https://placehold.co/800x800/ece9e4/111111.png?text=Relaxed%20V-neck%20Sweater,,86,Color,"Burgundy, Pink, Navy",1,1,Burgundy,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Party,1,1,Party,3.5,77
simple,demo-087-resort-sweaters-item-87,"Resort Sweaters Item 87",1,0,visible,"Resort Sweaters Item 87 for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Resort Sweaters Item 87 for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,97,0,0,1,,249,"Shop > Men > Sweaters, Gym","knitwear, layering, winter, gym, men",https://placehold.co/800x800/edf1ef/111111.png?text=Resort%20Sweaters%20Item%2087,,87,Color,"Orange, Pink",1,1,Orange,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,4,86
simple,demo-088-daily-t-shirts-item-88,"Daily T-shirts Item 88",1,0,visible,"Daily T-shirts Item 88 for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Daily T-shirts Item 88 for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,98,0,0,1,246,266,"Shop > Women > T-shirts, Casual","graphic, cotton, summer, casual, women","https://placehold.co/800x800/f1ecec/111111.png?text=Daily%20T-shirts%20Item%2088%20Front, https://placehold.co/800x800/f1ecec/111111.png?text=Daily%20T-shirts%20Item%2088%20Back, https://placehold.co/800x800/f1ecec/111111.png?text=Daily%20T-shirts%20Item%2088%20Detail",,88,Color,"Yellow, Black",1,1,Yellow,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Casual,1,1,Casual,4.5,96
simple,demo-089-limited-shirts-item-89,"Limited Shirts Item 89",1,0,visible,"Limited Shirts Item 89 for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Limited Shirts Item 89 for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,99,0,0,1,,283,"Shop > Unisex > Shirts, Formal","button-down, smart-casual, layering, formal, unisex",https://placehold.co/800x800/eceff3/111111.png?text=Limited%20Shirts%20Item%2089,,89,Color,"Purple, White",1,1,Purple,Size,"Large, X-Large, XX-Large, 3X-Large",1,1,Large,"Dress Style",Formal,1,1,Formal,5,105
simple,demo-090-core-shorts-item-90,"Core Shorts Item 90",1,0,visible,"Core Shorts Item 90 for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Core Shorts Item 90 for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,0,notify,0,1,,45,"Shop > Men > Shorts, Party","summer, travel, relaxed, party, men",https://placehold.co/800x800/f2f0ef/111111.png?text=Core%20Shorts%20Item%2090,,90,Color,"Pink, Grey",1,1,Pink,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Party,1,1,Party,3,72
simple,demo-091-studio-jeans-item-91,"Studio Jeans Item 91",1,0,visible,"Studio Jeans Item 91 for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Studio Jeans Item 91 for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,101,0,0,1,,62,"Shop > Women > Jeans, Gym","denim, everyday, streetwear, gym, women",https://placehold.co/800x800/ece9e4/111111.png?text=Studio%20Jeans%20Item%2091,,91,Color,"Black, Navy",1,1,Black,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Gym,1,1,Gym,3.5,82
simple,demo-092-urban-hoodie-item-92,"Urban Hoodie Item 92",1,0,visible,"Urban Hoodie Item 92 for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Urban Hoodie Item 92 for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,102,0,0,1,59,79,"Shop > Unisex > Hoodie, Casual","fleece, streetwear, layering, casual, unisex",https://placehold.co/800x800/edf1ef/111111.png?text=Urban%20Hoodie%20Item%2092,,92,Color,"White, Blue",1,1,White,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Casual,1,1,Casual,4,68
simple,demo-093-weekend-polos-item-93,"Weekend Polos Item 93",1,0,visible,"Weekend Polos Item 93 for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Weekend Polos Item 93 for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,103,0,0,1,,96,"Shop > Men > Polos, Formal","smart-casual, pique, weekend, formal, men",https://placehold.co/800x800/f1ecec/111111.png?text=Weekend%20Polos%20Item%2093,,93,Color,"Grey, Green",1,1,Grey,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Formal,1,1,Formal,4.5,78
simple,demo-094-premium-jackets-item-94,"Premium Jackets Item 94",1,0,visible,"Premium Jackets Item 94 for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Premium Jackets Item 94 for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,104,0,0,1,,113,"Shop > Women > Jackets, Party","outerwear, layering, transitional, party, women",https://placehold.co/800x800/eceff3/111111.png?text=Premium%20Jackets%20Item%2094,,94,Color,"Navy, Olive",1,1,Navy,Size,"Large, X-Large, XX-Large, 3X-Large",1,1,Large,"Dress Style",Party,1,1,Party,5,87
simple,demo-095-heritage-sweaters-item-95,"Heritage Sweaters Item 95",1,0,visible,"Heritage Sweaters Item 95 for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Heritage Sweaters Item 95 for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,105,0,0,1,,130,"Shop > Unisex > Sweaters, Gym","knitwear, layering, winter, gym, unisex",https://placehold.co/800x800/f2f0ef/111111.png?text=Heritage%20Sweaters%20Item%2095,,95,Color,"Blue, Red",1,1,Blue,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Gym,1,1,Gym,3,54
simple,demo-096-active-t-shirts-item-96,"Active T-shirts Item 96",1,1,visible,"Active T-shirts Item 96 for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Active T-shirts Item 96 for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,106,0,0,1,127,147,"Shop > Men > T-shirts, Casual","graphic, cotton, summer, casual, men","https://placehold.co/800x800/ece9e4/111111.png?text=Active%20T-shirts%20Item%2096%20Front, https://placehold.co/800x800/ece9e4/111111.png?text=Active%20T-shirts%20Item%2096%20Back, https://placehold.co/800x800/ece9e4/111111.png?text=Active%20T-shirts%20Item%2096%20Detail",,96,Color,"Green, Burgundy",1,1,Green,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Casual,1,1,Casual,3.5,64
simple,demo-097-resort-shirts-item-97,"Resort Shirts Item 97",1,0,visible,"Resort Shirts Item 97 for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Resort Shirts Item 97 for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,107,0,0,1,,164,"Shop > Women > Shirts, Formal","button-down, smart-casual, layering, formal, women",https://placehold.co/800x800/edf1ef/111111.png?text=Resort%20Shirts%20Item%2097,,97,Color,"Olive, Orange",1,1,Olive,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Formal,1,1,Formal,4,73
simple,demo-098-daily-shorts-item-98,"Daily Shorts Item 98",1,0,visible,"Daily Shorts Item 98 for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Daily Shorts Item 98 for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,108,0,0,1,,181,"Shop > Unisex > Shorts, Party","summer, travel, relaxed, party, unisex",https://placehold.co/800x800/f1ecec/111111.png?text=Daily%20Shorts%20Item%2098,,98,Color,"Red, Yellow",1,1,Red,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Party,1,1,Party,4.5,83
simple,demo-099-limited-jeans-item-99,"Limited Jeans Item 99",1,0,visible,"Limited Jeans Item 99 for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Limited Jeans Item 99 for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,0,0,0,0,1,,198,"Shop > Men > Jeans, Gym","denim, everyday, streetwear, gym, men",https://placehold.co/800x800/eceff3/111111.png?text=Limited%20Jeans%20Item%2099,,99,Color,"Burgundy, Purple",1,1,Burgundy,Size,"Large, X-Large, XX-Large, 3X-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,5,92
simple,demo-100-core-hoodie-item-100,"Core Hoodie Item 100",1,0,visible,"Core Hoodie Item 100 for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Core Hoodie Item 100 for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,110,0,0,1,195,215,"Shop > Women > Hoodie, Casual","fleece, streetwear, layering, casual, women",https://placehold.co/800x800/f2f0ef/111111.png?text=Core%20Hoodie%20Item%20100,,100,Color,"Orange, Pink",1,1,Orange,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Casual,1,1,Casual,3,59
